ID,Is_Lead
B4MCCVVO,0.11046753
VCGGAILJ,0.07493863
HVPZITBN,0.5200694
F2GGTCD2,0.48316374
SZGF26YZ,0.10849842
HS2MGMPK,0.09189626
PXJSBUVP,0.12774865
CVTRZN5P,0.4438678
FPRSBK89,0.9778811
GACQR6R7,0.06182134
KFYJV3SS,0.1295745
KYKABEVM,0.12520821
IAJXAQFH,0.11182445
DUJYW2TU,0.051864725
U4QUHP7L,0.50909925
JDYWX4KP,0.97884095
5URB6AEJ,0.10870773
HNH3JDCM,0.1405584
D6WBL9RK,0.46916687
MNS9XTUF,0.10870773
JXQHC7XY,0.14106663
MJRHG8KX,0.12520821
6YBQNHBQ,0.5156042
XCS33DFV,0.46916687
QLP9RNSY,0.4487075
FPPDU3MT,0.06283698
RGE7TEQJ,0.07160134
XM6XDRY2,0.098936684
8HY8V5UM,0.11154798
LNYVNXZD,0.11245977
JWB4R8GF,0.23432766
4HYVSZBC,0.16094774
JC6DFTEB,0.12701586
SPUPNQUT,0.124862656
EOMBVMKQ,0.11245977
BPYAYMHG,0.5099933
2CSDCVLS,0.123347156
EEQWPUVA,0.048731983
QCE7RWE2,0.12520821
UPO9MKSQ,0.079436086
3FSGF6CE,0.15345147
I8JGSTW5,0.46649313
W4BS3VWA,0.4674288
BZBJ6ZFH,0.12564175
NBC8F67Z,0.18730064
NQBYYE53,0.14073576
DEISVHSW,0.4487075
GUHEMPVJ,0.12520821
U4EC6VX3,0.1295745
6PFA5UBS,0.10849842
CAPTGLQ4,0.14568116
R9QYH26X,0.11058873
DOILHTUM,0.4726559
AMZGTA7R,0.1295745
B8XXWGNV,0.4726559
DK9EVZD5,0.12944959
NWELFMOG,0.13492899
EJJ6KXNU,0.43554884
L2WECWBS,0.1295745
6YKFVM5Y,0.46261433
QO264959,0.48330194
N9CWQJ55,0.304833
GV5SUQJR,0.2068106
CDJFETE3,0.989319
2SIHZG9I,0.980845
JS6EG3RD,0.1313309
W5AVQXZJ,0.12520821
7JMHGHH4,0.46261433
RSWKTWVA,0.058388203
KQTJGK6B,0.08461457
SXYTTFMD,0.43554884
NDMS46Y5,0.11199269
JHMHGBNX,0.97832185
CXZEBUV8,0.12520821
2FZQWAGT,0.20468058
MURSMS73,0.12564175
5TZTU9DI,0.43720168
BTDKDUCZ,0.09854484
NX5MJIZM,0.9578163
HX3UMCCK,0.9894503
G6JDMDJA,0.12991112
MQCAZ7IG,0.95957595
9SGTFSBV,0.5952396
RPDPZT38,0.45412853
PSKRJOYA,0.1295745
VBV7FQ8K,0.12774865
G9P8F9JF,0.124862656
GZJAJA4T,0.12774865
2RBQBGE8,0.4726559
2WNEJFG5,0.1295745
5YP5BHVY,0.1295745
HBVVFKFB,0.10047779
N9NCRVOY,0.5099933
FWPJM6KF,0.97824734
7INQVCGP,0.1295745
KOAV5RNY,0.11128745
AXQZQ2JX,0.44456032
TFUGVOVV,0.0884921
9PGA3DMA,0.42074218
9WO9M8FT,0.11154798
LSBUYXNE,0.51196206
525MMXBG,0.11203609
EYT5LHNY,0.106943086
J8UIQUZU,0.4487075
GBY5L65B,0.11182445
CDJNAHH9,0.11374419
KVVMXQGR,0.546148
HMURAKJ6,0.105425805
CS8SPADF,0.117864676
PAON4ACL,0.104602054
E7Q2EATD,0.42649373
DPAPQKP5,0.46089458
4TMNS4SG,0.11058873
TREEURZS,0.10870773
LN9SR2NQ,0.5099933
KLPMQ7TC,0.54601085
UMJZGBBE,0.46261433
7GK2ZGBR,0.4606563
ERRREELU,0.13281794
BKI5ACFU,0.9886417
8T5AFKJG,0.98946035
ME9KYHSC,0.1295745
VRAPQJHM,0.66988593
FMGBLDYE,0.14220822
DWZPYZBX,0.1295745
SNIVPKKR,0.11245977
XJNQ9KHT,0.7458914
V3IEFAEC,0.11046753
VTMBXASC,0.4487075
MIXWGFFC,0.12774865
IUWG7QPX,0.4487075
WRJJLTCK,0.1040013
6TNGTZAN,0.6248041
GMT8ZUGH,0.1510276
BCNGB554,0.51585734
5AQEY6FG,0.11245977
7GL6ACRJ,0.51196206
GXP73IE2,0.51196206
KLVZGKUE,0.053207934
OGXMXX77,0.49893215
HGCJHHKO,0.12520821
FRCDFYQV,0.10716037
YU4DC9O4,0.9902734
C6J3GIYF,0.11058873
GAYGFFI3,0.46649313
TADHEXKP,0.14262587
89XBMHKX,0.11046753
6FWHGATV,0.44884434
E4MJGWD4,0.22859691
EBSCAURD,0.4606563
W5HA24WU,0.12818176
4QLNBR4U,0.08024474
7KS2UMVA,0.4520523
KHTCBAMX,0.105425805
PC9YE9XV,0.089635044
9UE5JFRH,0.46916687
FONYUPA4,0.12520821
ZVX9E8BD,0.10870773
Q6GAFF4W,0.95957595
IYL8MHNJ,0.20902488
7NU5EVZK,0.46261433
EK2EXX9B,0.98102105
HHGVEIMP,0.07613263
2PUFDBWE,0.7639712
PX28YBIF,0.5099933
DPDV2QKI,0.46261433
BKSRR2CC,0.051864725
4RQ8UA5O,0.4726559
ZYNJ4CG6,0.09854484
9RQ5L9OR,0.10870773
7HLMTQVD,0.4487075
KC8WT6DB,0.11182445
HUTPBLWC,0.48316374
XKFWEHTK,0.48863214
MSD8YSMB,0.46916687
FGPGTVRM,0.51196206
7CQHGDCE,0.25000605
KBJCNJIB,0.7639712
4SNFKN5P,0.10870773
B3HUUBWG,0.120703645
YBEXBT39,0.36620903
WSDWB3QF,0.989319
KSNUJHCK,0.10820954
EJHHMQX5,0.6248041
6KR3ULJB,0.12520821
A2YJKCEJ,0.48330194
CN6XWQXN,0.12520821
XRMTXBVS,0.5540195
BC3GCYXJ,0.6248041
GX2F3CDU,0.19152659
965HM3FA,0.140946
3KSGNPV5,0.11737106
FWNFTGQZ,0.038346205
4RYK6LQD,0.124140725
VG2EM7C6,0.46261433
RZDBVA3A,0.46261433
3NC8VEQR,0.120703645
5YJFZMHV,0.4487075
BAGGST8Z,0.26173434
DUYAXSJY,0.12167677
K3K3PRBA,0.12520821
IR5O75FJ,0.41513112
KXDAZPJA,0.10364264
UDUVJPEC,0.1295745
HDXBOPWF,0.10716037
LEDRGM6X,0.11750116
EK7HVXU3,0.086133294
HVZZVPPC,0.49893215
CYMFYPYN,0.13281794
M2BL9ZVT,0.12520821
UPJF8BXL,0.1083347
GASHP2RW,0.44884434
ATNDSJWV,0.45984674
5CFXZH3W,0.08896734
X8WGJXLH,0.5200694
GHVMK2WC,0.12774865
ZSFVAGPH,0.11988285
XHRFWGNM,0.97884095
8HTQK4PJ,0.4682007
K96Y9BGT,0.09854484
3HJYPSSQ,0.9938083
SVKPPVBH,0.15345147
59OQJA5N,0.1040013
7QTCGD3P,0.6733251
M9S2PNW9,0.58839804
NABN5JZR,0.43380782
DCBLH8SW,0.1313309
DAJSO7IL,0.4849906
7JAUYZLH,0.120703645
TBU5BRM5,0.11058873
FG9HUWUK,0.08835752
EN5BGZ7F,0.4674288
2JWZCLC3,0.46261433
HYZ5EV5Z,0.24671195
EETGEZ5E,0.14305574
9KNUZU6X,0.12205249
RLDVBAQ8,0.53966516
3ZDBFJ5K,0.14568116
H93PDTPI,0.42649373
KXCXQZTQ,0.12167677
JXNYTJI7,0.11182445
8YUDPARE,0.097080655
3UAFAHGD,0.12520821
58BXUATW,0.9778811
ZKBG7FAN,0.055472687
MCWF2Y3A,0.11182445
JKKDFXUP,0.11058873
JVYHDWOW,0.11154798
HJGBDVXV,0.546148
CWASTBYU,0.13187131
M6XG7HIZ,0.5645352
JNQDSNWX,0.12520821
HUHQFWY9,0.1295745
DQBLAX3Y,0.19057073
AI8IRHXU,0.110723056
8V6SEYE3,0.4487075
55BJU99F,0.11182445
PJMTDLIZ,0.07438174
RGNYHMNA,0.11046066
9XZMDD5A,0.11182445
BB6VISTO,0.08461457
SXDDTJP9,0.97884095
XSYPUETY,0.98958975
E2Y5YSND,0.4178378
IA64ARAU,0.120703645
8AABW6HZ,0.13735528
RD46KGZZ,0.10716037
QILPLYXJ,0.11046753
HVPW3C4S,0.66988593
GJVE5LXU,0.140946
RF8QAGRU,0.19162823
7RQQWRFR,0.09916719
7H5DCOZX,0.1313309
NTZUGZPS,0.4487075
AATSLSVA,0.091622435
C6FFHTC2,0.4487075
HYJ6FWGO,0.120703645
DDW6PVBM,0.99018234
WBQNESNF,0.10870773
8LDWQCKG,0.9763204
K9X2ZHK7,0.15345147
MVWDBDPJ,0.11046753
MMCFBLKN,0.4487075
CZHSAM8N,0.13101332
QLAWCSZ9,0.4199368
NRL6JLHF,0.44884434
7KRGF5WA,0.11245977
FHR9WNJJ,0.12205249
J8EXDQY4,0.120703645
SHWRRWCB,0.45412853
J5XBHHLN,0.08601989
NQSTCBZK,0.13101332
RGDUHUST,0.46261433
D55ZHSNN,0.08835752
JST425ST,0.1295745
98ZADXYM,0.07571894
GGF6KSWT,0.12520821
PEH8TEWK,0.08896734
F8VSHZWM,0.4487075
GJUIDRQM,0.10870773
JPVIVVBT,0.46089458
EWU2NM3Z,0.39256337
MXSMAWKH,0.1295745
UEKRAUMC,0.1313309
7ETZ4JFA,0.11058873
WYITJIED,0.117864676
NSCTBQ92,0.4606563
EJ5B8VDW,0.111696035
HXQKLKD7,0.41027462
LH4OU6LY,0.5645352
YTCYZGCF,0.2200795
5QORRTFG,0.07564718
FERPG4D7,0.46073776
CHXW5LJQ,0.5127925
H42MC4V5,0.21342678
OFJKGRFO,0.24671195
CIYL4T2N,0.10136336
X8JSUFFF,0.08111015
J9OJKGW5,0.97884095
5YNDWIVO,0.4548573
EDNHHLTV,0.10950048
CQLHIY9K,0.0884921
FSDPXNSH,0.086133294
S3NGZTJU,0.9895481
JHYVXFPX,0.546148
FUKCOWGG,0.051858373
OLRXN5HO,0.48316374
RNDIBXU6,0.18364048
FOLT4BEQ,0.9902734
FRZGTYWF,0.1295745
94AN38HY,0.48330194
4RXBCRGA,0.98958975
PEZSHDJF,0.061375294
AITKWN9G,0.117864676
RQQBSHHB,0.12774865
FEGAHDQK,0.46261433
7KKOHWKA,0.098771736
HSWPXCPT,0.4487075
LAKJMWFU,0.7657163
ESQCXFJK,0.07781418
FJONQMQP,0.07613263
AUGEVPKF,0.10174141
DX2W4SPT,0.12839566
7TGPTQQM,0.13407336
C5BTKZJW,0.12167677
UCUIVLXF,0.23088953
DZHHUNIR,0.44884434
HCELPSRT,0.12839566
FGJEMYPW,0.0943966
FWOLDDRC,0.10801772
MPPGUPDF,0.50724465
KJFQCCI5,0.46261433
FLWWUA4E,0.15345147
DYVPQW9E,0.7379729
NYZVW7YM,0.62707573
VZBR8HWR,0.4682007
JHIQ3VIC,0.12788528
AFPFSTED,0.120520785
ECSBHV3S,0.10801772
THEJGRNL,0.5200694
9CA9G24O,0.11182445
7EIHEVJF,0.12520821
ESUUI4SR,0.1295745
KII2UWXF,0.11737106
UYZ6PKND,0.1295745
WNLKVFGD,0.4548573
FEXJDKK2,0.46261433
VZSWMCJE,0.10174141
93PHEEKQ,0.13101332
ATAAGVKS,0.053207934
7XJCC7IB,0.105425805
DDP7BYYR,0.66988593
QMMTQE4G,0.48330194
O3CXRXKB,0.07154435
MHHRMMJJ,0.09636661
UYHSJGNU,0.48316374
7LAZDTRG,0.11182445
WESZRB46,0.4487075
6TPA4TKH,0.60291564
9DC23OSS,0.6248041
K6RUSHE7,0.46007216
GTWAPWTT,0.44456032
YUKXXTI6,0.44884434
DKWVQMD5,0.12058086
FLR62QSW,0.45070848
CDK2NRCF,0.6248041
53MRAGOI,0.976458
HUFWCI3B,0.13101332
WSIJH8ZV,0.42823395
DURQNJAH,0.46089458
X65CNRII,0.46261433
MNZKBIHV,0.11154798
83AAKOSZ,0.46261433
J8TJ7VGD,0.10870773
QRVTQ4PD,0.11199269
GMQHDGID,0.072748624
IKIPKLWA,0.53732526
GUCBUHAM,0.4606563
XCZ9JV6Y,0.58839804
GJEJA3P8,0.1295745
VZGERQXU,0.4891635
KK46ZHNZ,0.14788267
5U2E6DPP,0.48316374
59LDCKBF,0.46916687
GNFPYT2O,0.55917335
YH7IQOJQ,0.041884728
2KUXPEFD,0.14568116
JTQIRMWM,0.4606563
EXE3DFUU,0.09517113
9D6IZDRC,0.44884434
OWPUKGGE,0.1295745
3GEGVHGK,0.11182445
MGYB4G6E,0.12774865
GSCJWIMP,0.4487075
V7JAYN8Y,0.16476752
RYWFYRLP,0.098391086
4ZDKWHRK,0.7639712
FSZXYO2R,0.49804106
OTU9VSXE,0.4606563
UDQENSRO,0.7058023
NMWPQHFL,0.10706163
FLDZEKTG,0.12774865
VVHESSNU,0.050439734
RTOHQZF3,0.98958975
JSALHUBP,0.09612991
QH7R7FD2,0.49893215
DJB3GW6K,0.4606563
7SPQQSJV,0.5645352
7IL8GDZP,0.1295745
UX9PAMHM,0.10801772
9HP3HSW8,0.18856822
QBJPQLWH,0.9800322
N9QLTQDK,0.07571894
AAAFCZHN,0.4487075
ROHCVNGS,0.26763743
FTEMANQV,0.73141134
SZRSJQCA,0.12167677
2XUBGRX9,0.44884434
GZRUPHTE,0.08662295
YD26EQT9,0.50724465
CNYSRFEE,0.43613538
8BU9VMXM,0.11737106
GJTPDQIR,0.10716037
KFEETJMY,0.5645352
CMZVQ4BR,0.12701586
ECY5CUTZ,0.27195027
KDPK29YB,0.39256337
KDXYEHTB,0.48316374
S65SREQR,0.46261433
KSWMEBFX,0.14137164
3BS9D27M,0.21112774
D2FXGQGS,0.4487075
NKVHMYMD,0.25991914
PH5DQR2Q,0.1313309
8BQJN33C,0.66988593
AUU8UGTG,0.11203609
KT2OMXPY,0.11245977
JB6BCFEA,0.4682007
UWL53RDE,0.4487075
JZZWP9YU,0.1295745
6IHOAXE6,0.05273561
AEB7MVEE,0.4606563
BDQYR5SM,0.12474455
67BG5XWA,0.46916687
RGWJ2KAH,0.11154798
4XGYXPTS,0.11737106
NCCQAGMI,0.9896798
BSRTVUSK,0.10870773
MIAHC6R8,0.14788267
KGRC9HUV,0.078333385
SC9TQGQD,0.58839804
RNIRKRTS,0.120703645
SPGNZB22,0.9938083
WQBKRGSW,0.4487075
F2LTXVJQ,0.45918417
C5PY6GMX,0.12020907
EJ2U8UWE,0.1295745
MZZDW9JQ,0.46261433
2QCXUVZ2,0.12774865
KJ6RG4ET,0.09504569
EWFRW64H,0.40494883
ZSTWSV5D,0.11182445
92YTPZYX,0.11046753
AVMGEEZW,0.12474455
JNNUYE3W,0.15345147
2CMYRUND,0.4199368
EKNKGWIK,0.3888728
QZETWUVH,0.33847296
PGDVMC9S,0.12520821
NYGNEWEQ,0.078333385
SF6ED69B,0.21190038
A4ICAZAN,0.38573423
IMPCQ4MK,0.11182445
J5Z5DQN7,0.11448409
JFXTDHNJ,0.46261433
E2PNP4QE,0.48316374
VFTQEPWU,0.054573994
EXREYBHJ,0.62153715
NFQVCTY6,0.4674288
RDWR2NNU,0.5645352
J5LUC3LQ,0.105425805
MGA28ZYD,0.47154802
CGQQHGJM,0.4606563
JGKSMAYW,0.09371179
MFPEV2RW,0.4726559
2UFBIRL7,0.13173255
BJR2MCBG,0.24751745
8FTSQBME,0.05273561
UAPDRQQX,0.10870773
HHJVTZOI,0.98958975
SETXE5NA,0.11182445
RXGDXYKF,0.14262587
HNYAGKFG,0.11182445
L9KHV5IF,0.12520821
ZWXHNJ7S,0.11374419
6RPDEOUT,0.12774865
BCGNOCYY,0.10870773
JJEWYKHN,0.18929283
JZ6USA8F,0.12882441
SWECSNM8,0.46916687
MWYU4DYG,0.08130086
JUSJEVHU,0.69678074
QCKDSTMR,0.10472817
ADXAK7G7,0.97884095
KU9UYYTS,0.98918635
IBCDJTGC,0.11666472
KJVPTXBV,0.12474455
DV7UQFQI,0.09504569
FKIM79FH,0.4606563
EAEDD5RX,0.9798861
HMEY36HD,0.42224082
BHWPG4AM,0.18856822
LCSSPXYX,0.14788267
JRCNKYAM,0.4487075
VW53YIB9,0.1295745
4IVROQWZ,0.12520821
VMAJ2PA3,0.4487075
CA6WETGS,0.20468058
FSWUPYPR,0.4487075
LDQTP4ED,0.19961192
BG2G2BZV,0.18661426
ESPUM3CG,0.44884434
NBONA6QJ,0.1405584
AUAWU8BH,0.7667715
EX2LMYA7,0.12774865
IUFJJ8G4,0.12520821
9JA4AMRN,0.11182445
ZXLFXBYP,0.054573994
QFEEHTOJ,0.51196206
YZ5PXXYE,0.1295745
2GW9FRAS,0.46916687
MEMBT3QA,0.11737106
JDBDW7LK,0.5106745
RLVNQAAB,0.4178378
4G64UF8M,0.14305574
ND68BFFF,0.46916687
NIH8Q2MS,0.10820954
BLNAAVXZ,0.10717029
NJI6MWOX,0.041884728
XOPA4E9T,0.10870773
G2SHBXYT,0.46261433
8WXBZVG7,0.12520821
VFTMYFHV,0.48992652
QWZN9TTE,0.45479497
VNQOB59E,0.4487075
MFQY6ROR,0.4726559
RZQP7QBD,0.46916687
43JFRWPQ,0.0884921
FRWMMZI2,0.46261433
CGR6KVZA,0.42224082
9ZYVZHFU,0.08060038
YWPQLD5T,0.12205249
DSJ2GSM8,0.75688833
KRZXMDK4,0.12167677
FG8Y2N5S,0.9813301
DR4BUFTZ,0.10870773
5SXK5QYZ,0.51196206
GWNMFB8F,0.11046753
OLF6XQNA,0.4487075
GGPHH5SB,0.4606563
FGJF736Y,0.4487075
ZCU5UUZX,0.09252992
MFMEM345,0.11988285
BCUBWDCB,0.4726559
HLWWTKY6,0.4726559
ACVKZUTJ,0.40494883
CTJNBKBB,0.21190038
CY6EE2YO,0.4606563
HP3FUAFA,0.4161091
NRDHREBK,0.104602054
XDMC4DZB,0.24671195
CGOD5TYP,0.10870773
GJHIHXSN,0.6248041
6FRJIESG,0.11182445
AKMLMDET,0.11058873
DWJYRHCD,0.10717029
KGCPPRAC,0.1295745
GSUOHUBI,0.07657816
JNAMPLCV,0.1954517
KYAOXECR,0.58648866
V6RRMG2Q,0.07616399
TXN3SE2X,0.09490218
AQVSXPNY,0.9594053
XN98A8GA,0.46916687
JWW4FSEN,0.4487075
EGKUFWPG,0.11058873
MWHFVECK,0.11988285
WHQECCCK,0.10870773
B8C4V7NK,0.093588404
C5ZDSLLM,0.4682007
NH2YVM5F,0.46089458
5UCRA6NM,0.12474455
IXCHGLSZ,0.14763528
OUEUJZ7G,0.10801772
MSV3VXQP,0.51585734
Q7QFYS2Y,0.11199269
QYZFXI4N,0.07719219
HVJUDYYS,0.4683622
7RUKTHG5,0.5645352
SHBXG9CM,0.1295745
MS926XBM,0.11199269
DESFFFPW,0.13101332
PBHYCGOA,0.07438174
SBTBFFDT,0.11058873
8P42AVGR,0.46261433
MPUGMC3L,0.1405584
PSVXMJDE,0.41801435
CHJUCNKU,0.4606563
PJDGY7KV,0.13735528
5CGHTWTB,0.08461457
9TJQHM7S,0.09249139
CRYQ8K2Y,0.11671282
QUXCFDWD,0.46344084
DEA4LIZ6,0.46261433
OJV6C9HC,0.3949449
RBDOJ9ZA,0.09504569
G2P9MHMN,0.14788267
GHGR4V7U,0.10870773
LZDOGHUY,0.51196206
EWIQS4WD,0.989319
NRXJJOIT,0.24671195
JKJNNIPU,0.98946035
CSQDZUDU,0.1452842
FKWNMXLY,0.20902488
ROGPJATK,0.42224082
7EHYTFSQ,0.97884095
EEYHSJTH,0.98958975
UH7XKHUT,0.11182445
GDS3CRIX,0.55917203
88CX8NRV,0.12474455
4UNHFLUR,0.45674917
GERA6AKH,0.14568116
IRUTMMPT,0.12122099
TG7CKBHQ,0.073970005
BNN8N2DW,0.091622435
8IND5BWN,0.51196206
GVNPHGJZ,0.21342678
K5DCIB9N,0.052323274
KHEVEXN6,0.12774865
E42ZANBD,0.21607344
W3TBTB6E,0.97804606
K4QYJNFN,0.08461457
93WX4XMD,0.5952396
KKCWMJLS,0.11448409
HVJQN97D,0.24211475
MDAYEMZQ,0.9778811
AG3JNTHE,0.51585734
Z8RFSRD5,0.11154798
B8K8DUWA,0.11182445
BGFFO3GN,0.076815285
C9KVP6KX,0.12520821
2WXFB96Y,0.14305574
IFGFTLSU,0.44859472
B8NHLPKK,0.4726559
YQD7MZMA,0.120703645
JMF4WEPN,0.49220484
9H86BDHW,0.08461457
FEN5IXRX,0.54601085
FTIZABKN,0.989319
DYPGEXHR,0.11058873
ZOHVSYOL,0.078333385
6CMO9VD4,0.09555244
FSJQ7XQY,0.12520821
J8DTFLWX,0.11154798
A7K5GBYZ,0.46089458
KBMEUSSX,0.14568116
8AADYWMJ,0.4606563
ZKNOSZYW,0.10801772
KB8TQ8CN,0.98946035
CXGKRGZF,0.46261433
UYVAW4S4,0.46261433
52TWUDPC,0.07567576
G9HHCHHK,0.11182445
EJKWXEFJ,0.11988285
AHHKJHKG,0.4606563
Y9MXJN98,0.95823777
NXRXJYQ8,0.40494883
BXPMVUWZ,0.38573423
56SHDREM,0.09612991
3M3JLAC7,0.11182445
QSISTO2X,0.4987098
NGRSXA6F,0.11154798
F7ISWNXS,0.07719219
JFCKYNRU,0.124862656
A5SN8PYE,0.08835752
A8SD7YUO,0.15345147
CYCYYFBH,0.51196206
NFBHTMKR,0.12520821
GXKGKKYH,0.18856822
DMTW7TQS,0.4015145
UE6HV4XO,0.12167677
JEG3TVPY,0.111696035
JTH55YFH,0.12701586
LCHRVAA5,0.27195027
DIE7AQKB,0.51196206
5UBNQB9F,0.98946035
5LLQMNGB,0.46073776
OU3EQAJA,0.98946035
7AWYJANV,0.42823395
KFAK5R7M,0.21342678
GFIHPCYW,0.13281794
5OH5GFMH,0.44411322
IZM8GDBD,0.1405584
QYAJHFWV,0.12167677
VMV8GRJN,0.09252992
GBSHFJKG,0.43720168
BWLXIBVM,0.12205249
S5F7GBMO,0.46261433
NACKHEXX,0.13101332
JHT7OAKZ,0.08461457
HMX6BVE8,0.976458
LJJERNST,0.10993466
S2I8S3T2,0.18730064
CODG6NYI,0.98997295
X3RDP3DI,0.51585734
CXTNI7G7,0.4726559
UFDJXWDZ,0.44884434
8QHFORQG,0.12520821
MC7T4MBU,0.12474455
7LVDNUNG,0.11182445
DZMSYNLD,0.14262587
EUHACWR8,0.10870773
8GXVFGXQ,0.4487075
E2MMQDAH,0.052323274
